days_since_last_login,subscription_age_months,monthly_watch_hours,customer_support_tickets,watchlist_size,avg_completion_rate,preferred_content_imdb,preferred_content_meta,has_no_watchlist,is_new_subscriber,churn
48,3,67.30243679321677,0,36,0.7895413914245002,8.324407814806023,72.29089089876932,0,0,1
34,27,57.005063202327825,2,43,0.9214745165912159,9.035844052598922,66.35117848413596,0,0,1
4,26,9.484541446114832,2,26,0.24402244281687466,7.898109289110912,72.22506357943357,0,0,0
16,15,57.448048184959134,2,43,0.5628109945722505,7.527808637737408,83.55461294854933,0,0,0
1,29,90.32743889410838,3,34,0.885738832313683,8.698136435979201,83.03258105331005,0,0,0
14,27,51.87218398598895,2,46,0.7880750151892458,9.077802233001725,74.44790340627624,0,0,0
32,31,97.950844289872,0,0,0.6056774108285666,8.069736686846685,84.08453221866182,1,0,1
33,8,101.24670077713172,4,44,0.12031172488213938,8.926853359745907,69.51372536250942,0,0,1
35,5,71.52663844637296,3,19,0.7305503467550065,9.066003099410972,75.80830530623508,0,0,1
21,6,18.873125176569093,0,11,0.28570034656521326,7.828737001512148,71.58598754979602,0,0,1
44,22,106.13820975386761,1,25,0.5337954259595804,7.715807538763573,81.36993752091576,0,0,1
13,19,44.47668124241155,1,39,0.6032963185916124,7.329769855107121,83.17312369379623,0,0,0
25,13,112.36175244076928,1,33,0.21270702306587208,7.638245390208182,82.59560213554437,0,0,0
26,35,118.36334870236023,3,6,0.4052982685526054,8.516716402735517,74.2752731099348,0,0,0
24,27,92.34481710244857,1,8,0.7383665144266912,7.771529770637604,81.31830823182743,0,0,0
27,5,100.081865198044,1,39,0.6250526152895084,8.354578328774462,62.37640169273799,0,0,0
9,17,76.89985437861539,2,18,0.7117343007191506,9.777148619012657,80.22326390767651,0,0,0
50,31,108.96402344227431,1,38,0.2691132299185749,7.050815507267082,88.71659911980784,0,0,1
49,19,40.50035548791745,4,11,0.4145557348781369,7.432704211600975,78.9487378149281,0,0,1
54,16,8.832167935543472,4,35,0.20652600506616822,8.161075841468435,77.72639165038173,0,0,1
19,1,5.615133699835627,4,1,0.2257485102810587,7.718648149215454,78.64403484996184,0,1,1
48,13,55.66200338539439,3,36,0.9207636257796699,7.8816051275136765,81.15323444976718,0,0,1
42,9,99.51390681839096,1,1,0.1732139025777098,7.075957829251338,75.96268112811723,0,0,1
8,25,84.29557636862953,0,0,0.29410763715794547,8.255203450852674,82.15562926140936,1,0,0
8,35,26.21991722598339,1,27,0.43202227561279516,9.622483856750643,72.75481980221811,0,0,0
7,32,43.19142702021069,0,32,0.7651239020091628,8.114357930400152,76.86758955095755,0,0,0
54,32,64.66092150048709,0,48,0.1584030223980834,8.376991491772149,69.88755315609968,0,0,1
27,29,111.4350539029663,3,26,0.48733727472171395,8.599470574937808,83.35331688096234,0,0,0
36,18,107.5652966532345,4,18,0.9189488294689528,7.995232424964445,82.48389123533752,0,0,1
12,15,52.775486869861,2,41,0.39209869875783354,9.150041538599181,77.807096462021,0,0,0
54,30,48.48158852555684,3,24,0.11654752793643756,8.141836210708458,82.72276318943103,0,0,1
12,26,93.60143042350883,3,42,0.9474191674605403,9.66365196253098,75.1042943622973,0,0,0
30,21,14.109512250962643,0,4,0.11750324533127306,8.624557613185502,67.62101922350018,0,0,1
30,30,41.22619282332413,1,43,0.9242094155087144,7.104026879648422,77.94479117695094,0,0,1
19,3,34.173449995410955,1,27,0.6143257226845096,8.225972233782342,86.84169727152502,0,0,0
19,33,63.18214024674922,2,29,0.5493726514128927,8.95404283037957,73.84807255245006,0,0,0
35,28,35.02058051700753,1,47,0.8511146112300649,8.120239897600412,82.04748447001094,0,0,1
26,13,58.82794123694337,0,27,0.784518078209754,8.777628409618702,67.93029146921309,0,0,1
51,2,69.02773269660193,1,44,0.7925436398727432,7.517721498365212,77.98976638185633,0,1,1
3,34,67.53457441970092,4,44,0.7605189270583316,8.350828356998184,83.31808879975085,0,0,0
12,7,12.547006626011488,0,5,0.43465017631485214,8.516158113663955,77.65607746671436,0,0,0
41,13,41.610482545641254,4,36,0.9916413027607945,8.821139915796566,65.73630428420692,0,0,1
3,3,108.17642921093118,2,39,0.556345993478897,7.586786487443416,83.4483112555413,0,0,0
12,22,86.48578052930237,0,21,0.6588239659907293,8.520539076364207,75.8860593753226,0,0,0
28,31,99.24200381939602,0,8,0.3556525501363861,6.984362752215917,80.98263470003498,0,0,0
3,24,47.74860323089297,2,47,0.4983893634343898,9.564373925270456,73.59477017639128,0,0,0
4,24,114.78663104109292,2,3,0.31749302873726665,7.701539096001555,80.67709460942191,0,0,0
11,9,22.3202596028797,0,34,0.7565692797787946,9.32738890713833,73.8198948212278,0,0,0
52,19,61.69795064375757,4,4,0.36388969452825815,9.402461460889288,68.0166976539324,0,0,1
4,10,38.318718129894684,0,5,0.7842953992637239,7.22896088045281,83.14463432030776,0,0,0
24,10,92.28233566321353,3,35,0.9206066011435943,8.99771049269402,69.21215522492395,0,0,0
50,27,73.16865820007125,0,17,0.2548774292073638,7.878522123604336,88.09692988480106,0,0,1
34,1,114.64133112894092,1,16,0.38316601804167894,8.254479914614066,85.29695208163926,0,1,1
4,33,5.334847550885705,2,40,0.3558594601859134,8.64459446682584,91.3496139070232,0,0,0
11,30,24.937963458896803,0,2,0.5720602506132292,7.935228412889919,82.74880945275432,0,0,0
8,7,25.768378790159602,2,21,0.7778686023220626,8.947262371226929,65.4125213292962,0,0,0
54,14,81.1186812942718,1,23,0.8015975819157356,8.832064046919987,72.467028192551,0,0,1
37,33,100.2049354355727,3,43,0.9687266473516928,8.40519931656832,82.24382017253886,0,0,1
55,1,40.87816233753812,1,14,0.5560053840844712,9.197070030038091,72.89872699251956,0,1,1
21,24,61.83443143378449,2,11,0.4016872426337855,9.072908587281008,69.80059551744633,0,0,0
10,35,119.26148987421014,2,43,0.5861955401007567,8.235373322294201,87.7440654823581,0,0,0
22,24,43.437406650046995,1,37,0.2888577953707685,8.840781517492184,80.53278730882174,0,0,1
20,33,89.66842612532614,3,46,0.73650708608,8.693263681546334,74.69253981194221,0,0,0
38,19,95.10267279760951,0,12,0.7857009049397355,7.720041988582279,87.68252058365243,0,0,1
36,2,51.972391861975495,1,4,0.844620899343531,7.911998830530733,78.63703745894402,0,1,1
46,1,49.83532058827757,2,11,0.8940327004853629,8.20902857453624,78.17747138960381,0,1,1
56,9,92.40063767064133,1,22,0.658334126911349,7.029831253439302,76.03103316764988,0,0,1
39,31,44.994976350622025,1,26,0.18259984582405825,9.17616244651372,75.79444879973427,0,0,1
54,17,63.94626483128434,2,40,0.6576114023007936,8.348217280938039,86.46983757602187,0,0,1
31,7,38.95700326033566,0,41,0.2667056018926687,8.72807711454402,77.98104404226261,0,0,1
1,25,88.91686924720355,2,20,0.48696185780183954,7.914657064217323,91.56333856419285,0,0,0
40,14,108.46175620859991,4,37,0.5858029557231698,9.799024771143515,66.10239621343703,0,0,1
5,8,46.9282787427171,3,11,0.6037196003541458,7.81397572762223,85.09093539233875,0,0,0
18,6,110.73007691965799,2,14,0.9929422133409814,7.607579059026437,85.31986141461729,0,0,0
40,28,93.78143477564889,1,24,0.1847367191131281,8.158530335350854,69.39064514198368,0,0,1
10,32,24.241949960121943,0,16,0.9569996071278352,7.005767729791221,86.96467426746554,0,0,0
17,7,118.39012233963015,3,35,0.43863362697782415,6.7814620325139305,90.85016140271335,0,0,0
34,16,59.9998866824507,1,1,0.739099050779536,8.2491690423103,77.18146584219305,0,0,1
2,22,22.80676038445732,3,5,0.7273117125408367,7.7697784812954565,79.4548333725971,0,0,0
13,21,71.86720401179178,4,47,0.14832737073937616,9.321530688647407,80.81200967719205,0,0,0
20,4,68.18429041317934,4,8,0.44401358801304225,8.290949478184224,78.17399053658333,0,0,0
16,16,39.477060670002125,3,12,0.9767749994347213,7.886670832185204,84.2197659895425,0,0,0
44,16,51.36922281613962,1,37,0.5781646165158387,7.433483502238005,92.09030961278913,0,0,1
4,20,105.5959134512321,0,33,0.8245840391195736,8.883785052900496,79.81129798752833,0,0,0
42,11,70.3734633284131,0,32,0.31323999241598377,8.142753869395102,92.24304416648206,0,0,1
46,11,91.83194770386102,3,26,0.5780809421376366,8.711976251986524,74.9827838884979,0,0,1
50,30,112.2797843645628,0,0,0.7522266288356421,7.87677431916037,83.71251911288083,1,0,1
21,11,26.032701102896894,2,48,0.43930694076287014,8.914775570130772,73.76148765257692,0,0,1
9,13,64.18699526596016,2,1,0.5672467356170864,8.472156237116865,65.45300337902331,0,0,0
36,21,38.052103593541666,2,12,0.15228275687231482,8.820459587697862,68.98906272109264,0,0,1
31,26,21.93985009208159,4,19,0.6678296112062471,8.255459941926098,73.22089262835449,0,0,1
58,12,49.142422464796574,1,39,0.8523982574030885,9.174651208698752,70.4135602502196,0,0,1
9,33,112.34250960769731,4,12,0.619468008600978,8.689478768231476,74.34684901329035,0,0,0
23,29,72.05278370854651,0,15,0.8997393523934372,7.191709597932145,77.39234926287486,0,0,0
23,22,89.87794918392947,3,10,0.8593635937660519,8.555452607040547,75.48654822840422,0,0,0
13,22,67.35727863156255,4,32,0.557524492224652,8.082754822815772,74.19618620422091,0,0,0
18,12,84.1234511701295,1,43,0.8801818347797572,8.670791132091283,79.91741160070501,0,0,0
40,35,48.22715279176347,3,28,0.513502091565388,7.942444946286099,84.03546931116476,0,0,1
21,17,63.716787107849385,3,14,0.9195451454929796,8.054134319837294,102.63118853218162,0,0,0
2,25,92.31248266055444,2,0,0.16967039678627555,6.727979937162665,83.8781015411288,1,0,0
1,27,5.559866880382871,4,17,0.1904117947128716,8.57551295943547,74.0432508865446,0,0,0
11,35,6.571093829120083,0,14,0.12604988506903037,7.888689585457234,72.50063383890476,0,0,0
43,16,101.84901831479382,0,24,0.943235077358025,8.192495289423078,88.58137831877558,0,0,1
2,33,80.1282972036567,2,42,0.667930758140844,7.827630312908571,86.0554367607005,0,0,0
51,9,60.552618197229805,4,11,0.9800683241516036,7.499027779032411,79.83384301642512,0,0,1
33,19,70.42988057741283,0,11,0.8306260465157977,7.400029746649032,73.45998931438346,0,0,1
42,8,33.005758973446675,3,4,0.1943521724853922,7.875771604216235,74.29304696836736,0,0,1
17,4,52.09950663518856,4,28,0.5369478762543972,7.514506928622418,64.12296191544695,0,0,0
2,20,16.768200646417263,3,21,0.9398736253441164,8.383185272834625,85.65487830982045,0,0,0
26,34,103.45523738658049,1,19,0.7817180009056459,7.278332578474831,77.68516671987503,0,0,0
57,17,14.05023264747089,2,29,0.4625069806418455,8.392621998588227,74.88075225943847,0,0,1
4,22,7.0637530353765605,4,14,0.8916236694563763,8.619763297897702,76.55707750464977,0,0,0
13,19,49.75819305442876,3,40,0.8624288296860307,7.996020944866298,82.37737376203158,0,0,0
9,15,75.26281371786405,1,41,0.9100208110582101,7.178068382304358,79.53547401102047,0,0,0
15,32,13.69457967092634,0,16,0.30284314120608924,8.612401809838031,72.41142451621883,0,0,0
18,19,73.57697466894236,3,48,0.16390689807992992,7.687572009095961,79.7499870958827,0,0,0
9,9,18.81831475459652,0,43,0.7076168972599777,8.59520178428682,80.15425900663733,0,0,0
36,10,63.610491842432474,0,0,0.8066708959805572,9.1394219352631,73.90402224799584,1,0,1
15,16,71.00185065414296,1,10,0.849424371714478,8.24079249219428,82.92939639033284,0,0,0
3,32,87.12370120636533,4,3,0.45133880144225846,7.349514990786872,70.69010147055042,0,0,0
24,23,119.76740738919995,2,39,0.23194747032400287,8.016736415821185,80.45718873362159,0,0,0
47,12,74.10873072183769,0,31,0.4262517860783619,8.556305291854947,76.66823997684443,0,0,1
37,32,67.38504310772726,2,2,0.17337384059718403,7.115150910157467,80.62912841785048,0,0,1
11,25,103.91407567675853,0,7,0.7518567773137707,7.489697868030242,85.18356983445169,0,0,0
18,27,97.18889783060723,3,44,0.5415522183083792,9.033377602419291,77.95007704489089,0,0,0
29,17,62.397495682374746,3,13,0.11978363332866063,9.092065742409407,77.06933173070391,0,0,1
16,35,61.18238364062957,1,29,0.7002418758014953,9.008486037025229,72.8178390996021,0,0,0
23,5,72.28394888291984,2,35,0.5461216932058425,7.531990710609805,81.95460040961896,0,0,0
11,9,114.28596658701805,4,9,0.4010601598677389,7.53611156787703,86.85719495957912,0,0,0
23,18,115.22725110179012,0,37,0.5799262593511922,8.45993033533274,86.63582872199014,0,0,0
11,24,42.50219651346124,1,6,0.9327593753138397,7.799523314373396,88.53728465334476,0,0,0
44,12,29.070198720933984,3,39,0.7329520486380254,8.174790871653828,82.13026788831922,0,0,1
48,20,85.42403861905396,2,8,0.770263055046289,7.150402240843832,81.12970175204357,0,0,1
5,23,99.43137884283993,4,14,0.5085335227796164,9.18306995990595,84.34137469894763,0,0,0
14,11,112.90915253441935,3,34,0.15984664063009976,8.044022039689375,90.900670475376,0,0,0
6,14,103.33401438651413,0,18,0.8031615826651229,7.094471584466959,87.0157737130701,0,0,0
16,4,114.41442819161071,2,25,0.5702857450588479,8.69122962570803,66.55499822438014,0,0,0
4,18,13.395413183457142,2,31,0.73990086575483,8.185319339475068,78.89771075222166,0,0,0
21,35,42.52891955717853,2,18,0.22943291528333234,9.239588150717214,73.23900009821166,0,0,1
31,2,29.379316290345677,0,37,0.5250536237466835,7.6634901196369904,84.82562705991505,0,1,1
18,7,91.7754765386597,1,0,0.8978522739777123,8.312249474432743,81.56938204978526,1,0,0
10,17,62.88469001970771,0,19,0.6970262806132133,7.678236805407366,78.28067704788576,0,0,0
32,17,60.74951222228981,0,13,0.767518249805799,8.40284871241824,82.10384011733638,0,0,1
17,34,106.08257353246074,0,7,0.5657017165795372,7.894983798363711,70.5603306658141,0,0,0
20,29,79.70936463412237,4,44,0.20830488583149637,7.735894236952444,80.49430016360715,0,0,0
11,12,65.18290758739525,3,27,0.7817336963104756,8.328308475315033,68.38049266567454,0,0,0
32,19,16.955328229924802,4,33,0.34331373144602595,8.837430653125015,80.59308963109737,0,0,1
44,28,66.27510930116034,4,21,0.7254265418033568,8.592692125111514,78.72003071330745,0,0,1
13,16,57.81992414450348,4,1,0.7036885228987322,8.523455091542935,77.47931919546893,0,0,0
5,22,41.806523591808464,1,23,0.8220242613116027,8.146197759659824,64.85222476783768,0,0,0
44,22,107.02946539627756,0,34,0.20763482134447153,9.286481766877895,77.9779773194797,0,0,1
17,18,88.82002751615923,3,36,0.6394356935847877,8.904252410581622,73.20192087375894,0,0,0
46,3,114.57171567414885,0,12,0.4307809800623783,8.05387883515575,83.26994209222896,0,0,1
7,26,73.59371367255753,3,20,0.4439111450139759,7.6609403848443804,81.31405931104413,0,0,0
11,31,81.56300263051725,1,40,0.6754373204884979,9.13823933438652,72.65323947636621,0,0,0
2,3,39.60100562892851,0,16,0.3401029128477565,8.767810974599517,75.72451167522364,0,0,0
3,1,115.482196442029,2,45,0.5315094803347892,9.156586182624308,72.85632486870624,0,1,0
41,28,64.73073380759878,1,45,0.3358315040561871,8.031131232227102,76.8371197269226,0,0,1
32,6,91.96686282886452,1,23,0.9144656921529226,8.543172154015345,79.31001101152785,0,0,1
45,33,20.75489225117221,2,12,0.5745093946785214,8.608285247058708,77.5064876130765,0,0,1
46,3,101.35542606372671,2,22,0.9298439219143966,8.272536633934546,83.68374804968816,0,0,1
52,15,99.99743872305284,0,31,0.8419154025244145,7.248165085734815,81.34605387836221,0,0,1
42,6,57.50147560553468,3,43,0.4748589530833296,7.62795972934434,86.7539294279471,0,0,1
13,32,13.31639465466294,4,18,0.5703189394030707,7.568365522169584,81.90278094177569,0,0,0
11,1,70.49494704843374,3,30,0.330995520906323,8.13128127493996,83.70652562052405,0,1,0
18,11,108.84820545167334,3,5,0.18763905619720378,9.29134157138497,66.99964638408495,0,0,0
16,33,55.87528018604226,3,9,0.5894901290450059,8.628397036578482,63.57103780547498,0,0,0
57,10,28.064428873393037,4,19,0.3073749959056149,9.408686784875815,78.10277709503187,0,0,1
13,7,76.84057698175991,2,12,0.7471205383902408,8.7343016095815,83.17403770249916,0,0,0
29,3,28.43188087274353,4,29,0.18327569893004725,7.069865992708215,73.94273958118731,0,0,1
41,31,5.920936177485029,2,49,0.14879056978539376,7.603719153335087,84.05640362220777,0,0,1
8,19,73.28728529310578,3,45,0.16404245665608952,7.497893071686434,74.99474073398247,0,0,0
7,14,55.342981323634774,2,4,0.7859166584052921,8.866093234757443,73.4264143793771,0,0,0
17,9,113.4255812625251,1,47,0.32920355984144606,8.755828670495454,78.60674801493248,0,0,0
59,14,52.75506532087436,1,29,0.35549036343164186,8.702417182821998,82.27221650731808,0,0,1
18,4,46.15173324377632,1,7,0.7988381931841001,7.398267945380484,88.84577414007856,0,0,0
25,14,14.905613728139173,2,38,0.25657965956962325,8.348273559115126,72.04373074417359,0,0,1
9,28,77.67869824556175,1,14,0.14379189729554198,7.969758666153089,83.09819676030595,0,0,0
17,16,81.46484831603007,3,2,0.9344600375315074,7.5330454493416,75.96427986892542,0,0,0
31,6,105.81483761024306,4,3,0.4468382947426256,9.405369769469543,77.09518599143146,0,0,1
24,33,78.8336393077431,2,48,0.2454658426851524,7.913144134749437,87.23700716288319,0,0,0
24,17,62.581756471217204,4,30,0.7201788883734067,7.911144927900427,89.39432906656697,0,0,1
29,19,86.21221604078625,0,48,0.5866611104197937,7.9108245163673105,70.72527019598655,0,0,1
55,8,116.5398853023361,0,7,0.24054746031295654,8.202596337390474,76.90513738731937,0,0,1
6,9,71.81138746263314,1,37,0.4698396144664825,9.523898209228934,78.69320011339472,0,0,0
18,10,11.336676543265575,1,33,0.5221224457460951,7.900229815706864,86.04452678127316,0,0,1
34,35,114.07213030064801,3,23,0.20281413332835715,8.94223629458477,74.19275757675446,0,0,1
25,33,32.31757505054766,0,34,0.3045426645368363,8.884846896176011,70.49942063397496,0,0,1
19,35,97.6721212510508,0,3,0.9321049498391244,8.734807665252259,73.07168921800343,0,0,0
48,27,104.54069031089792,1,38,0.1149944241197944,9.352247492721318,70.9917379890928,0,0,1
49,35,78.0976798436046,1,12,0.4682643287126397,8.410141448208858,77.61660436264494,0,0,1
6,32,80.0347348833317,1,49,0.5015533940314268,6.898016679652661,85.40978893623843,0,0,0
25,21,112.6587497783646,0,42,0.9552513012502664,7.6398422008847895,77.91314913158259,0,0,0
19,27,76.20486456707123,4,12,0.12312068038246736,7.570225529419122,74.30944180227307,0,0,0
39,7,77.2779485096103,2,44,0.3394971605523692,8.667307300447613,80.03911017310216,0,0,1
15,21,64.46856204854575,3,3,0.39420393675004584,8.93502931048149,72.08634535035777,0,0,0
12,5,108.548076573783,2,8,0.3509842173329637,8.208076361440686,85.3585364576349,0,0,0
36,8,68.78559502403598,3,31,0.5736506143043825,7.017543315390365,81.91403324969518,0,0,1
56,19,55.481713381148154,1,36,0.2659003068982331,8.732141308840884,70.03247491163694,0,0,1
36,26,98.03771863354278,1,37,0.878193029672326,6.840950199748104,82.24947889207247,0,0,1
22,19,65.19182628275927,0,3,0.8155522158455181,9.35941282685321,70.28169193316617,0,0,0
2,6,8.54483115042758,0,43,0.11170919208328545,7.79171579508874,86.41662255758045,0,0,0
15,10,14.86634276344129,3,8,0.9309013722867057,7.423068943154519,84.91326775738746,0,0,1
55,14,61.786493581904935,0,14,0.4847869165226947,7.843523534119085,81.50496324767066,0,0,1
43,32,87.18374661450328,0,27,0.7275478771484712,8.687583248476377,82.12733670977823,0,0,1
31,22,81.62080407008942,4,26,0.3162692111053301,8.658556639740189,70.90463631741396,0,0,1
13,16,29.418407042992495,0,19,0.731244957003721,8.983585080116718,67.8270377710788,0,0,0
33,13,101.25653276182229,0,41,0.1952506844457256,7.335865274291774,85.97184404461585,0,0,1
10,25,31.320678185602382,2,22,0.9353638883025563,7.696759507411576,85.80240699402468,0,0,0
3,24,59.160429029994354,1,8,0.7760594232586385,8.03333549098304,90.6050311357969,0,0,0
23,34,50.39445069215524,3,17,0.7633868953888461,8.628294450206017,83.82347523984454,0,0,1
8,34,39.83869430735965,2,49,0.9565321657514835,9.200382713369796,72.03909219401208,0,0,0
43,29,84.82514020726724,1,38,0.36765399885579075,8.28092094647934,77.22814802254528,0,0,1
54,22,101.0169772319194,3,25,0.5731211640724173,8.53012015984532,70.10847637298843,0,0,1
17,27,77.88172002688867,0,41,0.49865590967313944,8.377764794641177,84.01697655025127,0,0,0
17,6,43.41574605190846,0,27,0.4640746470164827,7.532099268473851,74.46321021203526,0,0,0
18,14,67.85637133371392,4,30,0.13950994837870462,7.699625418223568,76.83928835092584,0,0,0
48,25,81.30270344742642,4,17,0.2447272462757488,9.732887255572379,76.36916460455893,0,0,1
15,19,81.05762027309765,3,42,0.4709178372364945,8.427599242226625,83.94208004148715,0,0,0
40,5,53.236519305091065,3,22,0.5287021599709889,7.074412154974221,82.93955526076972,0,0,1
22,19,64.3725794077325,4,29,0.7050256185647752,8.489581294098748,82.58309927780768,0,0,1
55,31,84.54039996465228,1,19,0.45419980249568404,8.990983228762047,69.89265235485175,0,0,1
56,8,28.81591559030569,2,3,0.9095096912914914,8.956034798897484,74.74965835031695,0,0,1
33,5,96.12493916626357,1,25,0.7133141038827447,9.055324495532567,72.36063351766522,0,0,1
59,5,119.4975775923716,3,49,0.6845580367367026,9.112754008415518,78.42615741494495,0,0,1
9,3,114.89992229642164,3,41,0.8285644672523903,9.129272136336416,84.05102269383175,0,0,0
2,10,58.16398951506983,2,38,0.590888682466215,8.810396853837705,70.35998529385432,0,0,0
16,19,19.78665152884195,1,5,0.7206746676930155,9.265184445579301,66.66656793707054,0,0,0
16,12,39.326706278620776,4,49,0.395884114799005,7.38338906727356,80.07062086526025,0,0,0
6,24,40.8194146802671,4,42,0.6690378591275773,7.665555654722585,77.46737045629165,0,0,0
9,6,96.96765785595903,0,27,0.9237314664260408,8.589802438819188,80.81308513306683,0,0,0
35,27,36.688013010240596,0,17,0.9931980604373011,9.42234402318255,64.4191641016706,0,0,1
58,29,10.387969480674359,0,22,0.6249398660317409,7.763289555531809,71.85474036576075,0,0,1
19,28,97.47903997314667,4,48,0.9614772671673111,8.95306035050598,77.92149884861308,0,0,0
52,22,36.87160046543638,1,42,0.762431860383459,7.833919256958469,72.90036333921933,0,0,1
29,28,111.44204605688125,2,24,0.6959006432273612,6.357922782118832,83.42100504169686,0,0,1
7,25,76.6397150810889,0,9,0.8001864744138432,7.517211816063004,80.64342139424441,0,0,0
21,8,9.537846282453422,0,36,0.5887221255618968,8.926869830747288,76.33846585882716,0,0,1
52,26,43.35240474448158,3,24,0.8771663265516613,7.76726132312127,87.037086805414,0,0,1
7,10,65.72545663543693,4,38,0.7515902478121224,8.678050918275858,73.11077112298288,0,0,0
8,31,77.6662183133918,4,47,0.6242803996966624,8.35417754175632,87.02385260946883,0,0,0
25,14,118.01504720469438,1,16,0.506139952665803,8.84445716290654,79.45945657077054,0,0,0
36,22,92.2007385864468,3,41,0.47347409386007044,7.397471303828298,90.52707800254231,0,0,1
3,6,71.55699478139992,4,1,0.163712292410057,9.3337084765162,76.76849962628424,0,0,0
25,6,109.42173527812203,4,37,0.1821779222902032,7.460569103257113,81.44324286611987,0,0,0
19,9,70.57152981697752,0,38,0.5293988359245335,6.99523950845951,79.51345424650486,0,0,0
34,25,90.11855740756826,1,23,0.6910804571271013,7.843789109476794,84.97967837813387,0,0,1
50,15,38.54474683298239,3,4,0.36031951253770134,9.529102244193702,68.18269184050004,0,0,1
5,22,57.02217730875557,4,36,0.18784903429809247,8.556147313525628,79.37166502385122,0,0,0
58,12,28.73844625246937,1,21,0.22319706706192655,8.610266722582939,90.8524731763057,0,0,1
37,32,80.24364351737061,2,36,0.49629107653151405,7.432098042478585,84.01836042446548,0,0,1
7,24,111.61772231871915,0,2,0.46870394803839344,7.171746552860371,87.06602593373988,0,0,0
3,4,104.63444913890433,4,34,0.7868397621330004,9.528977616782846,71.42167983078895,0,0,0
10,32,64.18562245595383,0,30,0.8042364321075441,7.369308148821628,78.59769017588798,0,0,0
15,30,91.6753659158097,3,19,0.719097150070732,7.706813802818454,80.97667088346476,0,0,0
53,10,77.64807810755717,1,2,0.14604895580092833,8.776314648727782,66.08911618326937,0,0,1
26,34,36.46706662239158,4,3,0.48356317201237564,8.185065310879594,73.11129839256297,0,0,1
27,23,88.82800801209308,2,13,0.20639676006197974,8.151245180008885,70.21071901997063,0,0,1
33,20,110.33252068878268,4,8,0.27342198522367117,9.605647883455132,78.8297154273612,0,0,1
1,6,21.61019567783392,3,10,0.4006941868779069,10.075587126251325,77.25111196703472,0,0,0
37,27,90.55382364585785,3,21,0.7426576740012527,9.621048085553722,73.80593858639986,0,0,1
3,29,111.95061844597335,1,48,0.9066126242315198,8.414399850225355,65.13015191943936,0,0,0
2,15,67.5134911147986,1,47,0.4483450107413983,8.600267254763574,74.64593736665856,0,0,0
29,3,47.93057137217159,1,18,0.6795995889151142,7.619054514383498,82.65205088543495,0,0,1
25,20,41.39257005055786,4,33,0.37289780545982554,9.198921889947885,64.70331614169972,0,0,1
4,11,47.510262447061514,0,37,0.43100481944732794,9.502602652939094,80.96162876745952,0,0,0
